Âge,Genre,Revenu Annuel,Indice Satisfaction,Type de Produit Préféré
21,Femme,50297.12627558481,7,Vestimentaire
20,Femme,74013.56384295714,9,Vestimentaire
64,Homme,73180.63167807079,9,Électronique
62,Homme,53233.84715027959,6,Alimentaire
44,Homme,90705.17684687785,8,Alimentaire
30,Homme,69086.46223715236,4,Électronique
68,Homme,33293.31463003886,3,Électronique
67,Homme,99092.0385322118,6,Vestimentaire
30,Femme,64259.88974583013,4,Alimentaire
38,Homme,74157.40566893714,6,Beauté
40,Homme,53353.25960518694,10,Alimentaire
65,Homme,57430.88467713919,3,Alimentaire
31,Femme,89280.34523709533,4,Électronique
49,Homme,31697.405251536817,2,Beauté
40,Femme,57141.48732183666,6,Électronique
36,Femme,55234.022585264625,9,Vestimentaire
35,Homme,34837.3663049553,6,Beauté
35,Femme,61002.445285410235,10,Beauté
66,Femme,51332.39646916608,10,Alimentaire
47,Femme,64661.620079193075,10,Électronique
55,Femme,57341.49746984283,8,Vestimentaire
42,Homme,89490.31310840572,6,Alimentaire
30,Homme,25345.62883663657,8,Beauté
45,Homme,94622.03935661406,9,Vestimentaire
58,Femme,84595.46155023258,9,Beauté
40,Homme,36240.09332060052,7,Vestimentaire
67,Femme,55686.11629359518,4,Vestimentaire
52,Femme,69963.63793180464,4,Vestimentaire
35,Homme,56191.5031645152,6,Beauté
54,Homme,97020.63142373944,10,Beauté
37,Homme,41993.540836970395,6,Alimentaire
65,Homme,52181.57480448231,5,Vestimentaire
61,Femme,82818.56181806454,4,Électronique
19,Homme,89273.53827678208,8,Beauté
28,Femme,60596.99976607878,6,Alimentaire
22,Femme,25415.548894306463,3,Vestimentaire
20,Homme,70034.70214550811,8,Alimentaire
61,Homme,42565.30282338805,5,Vestimentaire
48,Homme,42006.27754033888,2,Électronique
60,Femme,92857.42187404487,1,Alimentaire
44,Homme,27058.34910366361,5,Vestimentaire
55,Femme,93105.905076135,4,Électronique
51,Homme,94129.304810829,8,Alimentaire
23,Femme,79439.92776865658,3,Vestimentaire
66,Homme,99858.41876092857,4,Beauté
50,Femme,82462.43770937879,2,Vestimentaire
42,Homme,84443.56518235055,6,Beauté
37,Homme,67200.52973582639,7,Alimentaire
36,Homme,50069.37185676834,4,Beauté
63,Femme,86563.56222553205,7,Électronique
24,Femme,34278.35478677813,10,Électronique
29,Homme,22573.861108450987,1,Vestimentaire
62,Femme,67904.1573798394,4,Vestimentaire
58,Femme,39575.89028113414,3,Électronique
43,Homme,49046.22652606285,9,Électronique
46,Femme,99955.73989609828,1,Électronique
33,Femme,33944.338419202686,7,Électronique
31,Homme,53625.65255684248,7,Beauté
64,Homme,75519.77591887247,4,Alimentaire
28,Femme,45152.81528363102,7,Vestimentaire
53,Homme,79610.24547312409,10,Beauté
27,Femme,43034.15569773737,1,Alimentaire
32,Femme,91255.76590294168,7,Beauté
67,Femme,51621.91824925873,8,Électronique
58,Femme,73355.5673829591,5,Beauté
45,Homme,43271.98095520554,4,Électronique
50,Homme,39127.273573704486,3,Vestimentaire
54,Femme,88124.81654610821,9,Beauté
58,Femme,48517.66814143954,6,Alimentaire
23,Homme,55622.868129877716,5,Alimentaire
29,Femme,82402.66642745849,10,Électronique
68,Femme,61619.27484487653,9,Électronique
67,Homme,80376.01575447366,7,Vestimentaire
37,Homme,26755.6750291003,3,Vestimentaire
47,Femme,21023.779286300367,6,Électronique
51,Femme,64645.49669406656,2,Vestimentaire
53,Homme,65095.793715651904,8,Alimentaire
57,Femme,49032.919230315056,2,Électronique
34,Homme,84694.1368997841,5,Alimentaire
39,Homme,82893.82657242779,9,Alimentaire
38,Femme,39991.69051532751,6,Alimentaire
51,Homme,59132.43270397199,8,Beauté
18,Homme,77768.115249408,5,Beauté
69,Femme,21401.024646987964,7,Électronique
42,Homme,26609.729149767078,6,Électronique
49,Femme,95725.66017480966,7,Beauté
66,Femme,95738.55181376984,3,Alimentaire
58,Femme,22004.65116971584,9,Vestimentaire
50,Femme,90674.43524690933,8,Électronique
43,Femme,42486.08291152574,9,Vestimentaire
39,Femme,98426.39749112842,5,Alimentaire
23,Homme,66065.08046226011,6,Vestimentaire
69,Homme,26291.852949234348,7,Électronique
20,Homme,62666.96299984522,9,Vestimentaire
61,Femme,66729.46834449284,8,Beauté
42,Femme,65562.86721218345,7,Vestimentaire
33,Homme,26387.627781343486,10,Beauté
66,Homme,74667.26964162523,9,Vestimentaire
49,Femme,43065.53163571922,9,Vestimentaire
39,Femme,82713.04067057381,7,Alimentaire
33,Femme,47353.19031670511,4,Vestimentaire
51,Femme,29599.525017521664,10,Alimentaire
19,Femme,78514.56773159138,4,Vestimentaire
50,Homme,80185.93980281896,8,Électronique
61,Femme,77214.88106486996,4,Vestimentaire
36,Homme,83036.72042047701,1,Vestimentaire
32,Femme,69582.97905230931,10,Beauté
55,Homme,44537.23814939828,4,Électronique
66,Femme,38399.372419329804,10,Alimentaire
18,Femme,73375.06915810928,8,Beauté
24,Homme,51894.38880898584,8,Vestimentaire
45,Femme,65392.841022409775,4,Vestimentaire
37,Homme,39206.463322551135,6,Électronique
51,Femme,92253.00682545139,10,Électronique
29,Femme,60721.36108153313,3,Électronique
58,Femme,67273.29678392109,8,Alimentaire
39,Homme,53945.56555507604,4,Beauté
49,Homme,40727.457782822574,10,Électronique
43,Femme,48593.047092306544,10,Beauté
43,Homme,29487.755119942223,9,Alimentaire
60,Homme,95857.45886504084,2,Alimentaire
56,Femme,30931.81578308312,5,Alimentaire
46,Femme,82759.67742870018,10,Électronique
18,Homme,37636.11374145568,9,Beauté
54,Homme,35082.68308077239,6,Beauté
31,Homme,48804.07203174305,10,Vestimentaire
46,Femme,72156.59819446367,10,Électronique
26,Homme,68278.51495808653,7,Vestimentaire
33,Femme,51378.17876517157,10,Vestimentaire
55,Femme,95599.81165678678,1,Beauté
46,Homme,48480.34030710711,1,Électronique
25,Homme,85373.00139728407,9,Électronique
58,Femme,44955.055225535965,8,Alimentaire
40,Femme,95571.62086781205,9,Électronique
40,Homme,69268.82863082219,9,Électronique
52,Homme,32431.5994310232,9,Alimentaire
69,Homme,93079.56251235773,2,Beauté
35,Homme,71681.98784303578,8,Alimentaire
33,Femme,54905.26168479393,10,Électronique
21,Homme,91778.95116102371,1,Beauté
40,Homme,76353.76884128718,7,Beauté
46,Femme,74751.03498136102,6,Beauté
67,Femme,42550.75487584593,6,Beauté
41,Femme,67423.41749575132,5,Électronique
67,Femme,85683.58475959476,6,Beauté
19,Homme,21487.580454589886,10,Vestimentaire
56,Femme,90770.43528587716,5,Beauté
55,Femme,77240.41477700687,6,Vestimentaire
38,Homme,46300.89340484039,4,Beauté
31,Femme,78634.18708298159,2,Alimentaire
60,Femme,40899.41540753751,5,Électronique
58,Homme,25374.855361555594,8,Électronique
29,Homme,93986.47580618254,10,Alimentaire
42,Homme,72235.92696125573,10,Vestimentaire
63,Femme,52356.606599814935,8,Vestimentaire
48,Femme,53454.868643523354,1,Beauté
18,Homme,57480.30085362932,1,Vestimentaire
41,Homme,50507.20815180644,3,Alimentaire
69,Homme,97199.190023981,6,Beauté
43,Homme,73743.92912418768,9,Alimentaire
44,Homme,40884.43785479474,7,Électronique
51,Homme,21921.282670510864,2,Électronique
54,Homme,92681.8075011274,5,Alimentaire
69,Femme,84767.34716637018,7,Électronique
43,Femme,20131.893989810265,3,Alimentaire
27,Homme,39799.811474131966,9,Beauté
49,Femme,45399.3637107765,9,Beauté
40,Homme,27352.09050753004,8,Électronique
42,Homme,76699.46122575567,5,Beauté
69,Homme,89728.33641504036,10,Alimentaire
52,Femme,23538.77409037034,10,Beauté
25,Homme,79117.14900688478,8,Électronique
22,Femme,87043.60448111226,5,Électronique
36,Homme,65788.26137113111,10,Alimentaire
59,Homme,99081.56774676139,2,Électronique
19,Homme,59304.08459542777,4,Électronique
37,Femme,87551.54096599985,8,Beauté
54,Homme,64306.4401850859,7,Alimentaire
28,Femme,84326.03991459499,6,Vestimentaire
69,Homme,66584.53688510158,10,Vestimentaire
44,Femme,71919.14617544143,9,Beauté
44,Femme,44363.26587383865,10,Beauté
48,Femme,83383.58823038184,6,Vestimentaire
45,Femme,30106.762589649785,5,Vestimentaire
65,Homme,55037.490776309285,9,Électronique
54,Femme,70887.76337163043,8,Beauté
50,Homme,37992.97070721726,1,Beauté
54,Homme,93788.15434601971,9,Beauté
53,Homme,68293.18896392472,6,Beauté
60,Homme,69359.73958452835,9,Électronique
63,Homme,82080.29729626837,1,Vestimentaire
51,Homme,73698.82994583939,7,Alimentaire
56,Femme,69722.07332234942,3,Vestimentaire
24,Femme,69101.32692690063,9,Électronique
34,Femme,53956.560821364445,2,Électronique
27,Homme,80858.23491637687,4,Alimentaire
27,Femme,66637.58728516864,7,Vestimentaire
41,Homme,73430.88923680555,2,Beauté
68,Femme,75039.92039219095,1,Beauté
26,Homme,26798.40797235401,10,Alimentaire
19,Homme,85900.21457434427,3,Beauté
56,Homme,77963.89983815324,6,Alimentaire
39,Femme,84333.7915804704,4,Vestimentaire
63,Homme,88964.22753384158,4,Électronique
34,Homme,78674.96690012465,7,Électronique
32,Homme,75061.33969282202,8,Vestimentaire
27,Homme,78186.0131627559,1,Vestimentaire
35,Femme,44229.737702876955,3,Beauté
40,Homme,50923.80892356971,2,Alimentaire
58,Homme,46663.05215667496,7,Beauté
41,Homme,65901.40547137278,4,Vestimentaire
26,Homme,55211.109248368004,10,Vestimentaire
59,Femme,30227.470701971164,3,Électronique
61,Femme,22960.447651381834,10,Alimentaire
21,Femme,48106.128037681025,3,Beauté
40,Femme,30162.72941427389,10,Électronique
66,Homme,78652.91387897328,10,Vestimentaire
22,Femme,55900.275896557956,6,Vestimentaire
41,Femme,63744.45627836532,10,Électronique
36,Femme,83532.69142633647,2,Vestimentaire
39,Homme,95364.71190909845,5,Beauté
36,Homme,80550.3125044219,4,Alimentaire
59,Homme,96924.0553299338,6,Vestimentaire
62,Femme,75672.97246945789,3,Beauté
44,Femme,65072.07871632549,10,Électronique
28,Homme,27450.24431253217,5,Beauté
49,Femme,31377.450885080194,5,Beauté
46,Femme,43398.99422670981,5,Beauté
29,Femme,52926.70890235085,2,Vestimentaire
48,Femme,52964.721937665774,7,Électronique
29,Femme,80192.46809589259,1,Beauté
20,Femme,51963.19633662749,2,Alimentaire
49,Femme,88289.15481830978,8,Beauté
67,Femme,24594.035810955316,6,Alimentaire
66,Homme,69607.79973066058,10,Alimentaire
61,Femme,70568.32568764302,9,Alimentaire
23,Femme,36010.65580648226,10,Beauté
41,Homme,26593.993488214946,3,Beauté
40,Homme,35329.54845084532,5,Beauté
66,Femme,52988.339256179635,10,Vestimentaire
57,Homme,32186.520982711794,9,Électronique
37,Homme,92849.07400633306,3,Vestimentaire
36,Homme,28121.74803192293,7,Électronique
22,Femme,35452.448372632396,9,Beauté
27,Femme,95142.13832392076,4,Alimentaire
23,Homme,54456.24944815421,8,Alimentaire
53,Femme,60634.27487837494,7,Beauté
51,Homme,57604.49814631327,10,Alimentaire
50,Femme,27157.241006059572,3,Beauté
44,Femme,95097.20525158221,2,Vestimentaire
54,Femme,97049.90337531998,4,Vestimentaire
65,Homme,82706.49390490851,1,Vestimentaire
44,Femme,61244.94188644976,3,Alimentaire
54,Homme,25081.075828348006,8,Alimentaire
47,Femme,31648.37074009951,2,Électronique
67,Femme,43033.4482428,6,Beauté
41,Homme,41343.551196343484,6,Alimentaire
59,Femme,28187.497649136156,3,Électronique
26,Homme,25361.252662261162,4,Électronique
60,Femme,57219.171481148514,6,Vestimentaire
24,Femme,52570.3006150843,4,Beauté
30,Homme,67946.45001478205,5,Vestimentaire
33,Femme,54766.29292459504,3,Alimentaire
52,Homme,65278.26498858552,2,Vestimentaire
46,Homme,35739.37681930679,3,Vestimentaire
61,Homme,57411.9453919997,2,Alimentaire
64,Homme,27774.58428499098,9,Alimentaire
54,Homme,63726.36434891479,6,Beauté
35,Femme,72953.56334999253,2,Alimentaire
52,Femme,68581.08986166146,6,Vestimentaire
41,Femme,74918.47417709768,10,Alimentaire
40,Homme,20118.392671219175,10,Beauté
36,Femme,99509.24863835401,1,Vestimentaire
24,Homme,53611.963390397555,5,Électronique
27,Femme,42343.85186417225,8,Alimentaire
42,Homme,77798.68039678455,4,Beauté
35,Femme,53038.543850627284,10,Électronique
44,Femme,87959.48668072217,4,Beauté
68,Homme,92316.42605597542,10,Vestimentaire
68,Femme,36939.692023371215,10,Électronique
52,Homme,59712.68508137398,5,Électronique
53,Homme,88376.63673792049,5,Électronique
65,Femme,70560.21866466884,10,Électronique
55,Femme,66474.32317383608,2,Vestimentaire
43,Homme,70760.35020386917,3,Beauté
31,Homme,98210.66533829698,10,Alimentaire
44,Homme,31265.459402289976,3,Beauté
52,Homme,53800.6588010863,7,Vestimentaire
49,Femme,59106.31304353766,3,Électronique
61,Homme,98499.91852354984,8,Électronique
48,Homme,33670.18060892047,5,Beauté
26,Femme,95863.94070941528,8,Vestimentaire
49,Homme,95620.77588707485,2,Vestimentaire
27,Femme,25806.326492734534,3,Beauté
68,Femme,47119.32278665448,8,Alimentaire
63,Femme,94441.67064063318,5,Alimentaire
68,Homme,44462.93189899555,7,Vestimentaire
54,Homme,56311.456988962025,8,Alimentaire
35,Homme,54599.08248201845,9,Alimentaire
59,Femme,58514.457753033035,7,Électronique
20,Femme,57426.808106549644,6,Vestimentaire
56,Homme,62131.94353658902,9,Vestimentaire
28,Femme,45266.9382218245,2,Électronique
59,Femme,21361.970562241153,3,Vestimentaire
47,Femme,99596.32200155027,4,Beauté
35,Femme,67138.59561497913,10,Électronique
65,Homme,36134.05381046738,5,Électronique
58,Femme,96702.25237469187,1,Alimentaire
54,Homme,39189.003183960995,6,Alimentaire
23,Femme,26108.840202918112,4,Alimentaire
65,Femme,69208.63943199851,3,Beauté
52,Femme,66012.24733578847,5,Alimentaire
46,Homme,52160.697580790526,4,Alimentaire
20,Homme,57453.758202820325,10,Beauté
36,Homme,25485.014908248766,3,Vestimentaire
40,Homme,77768.21271334786,4,Beauté
26,Femme,20494.484595991773,3,Électronique
60,Femme,58761.49981980344,4,Vestimentaire
35,Homme,68601.84638129086,7,Électronique
38,Homme,92052.21387179401,1,Électronique
31,Homme,29849.980272254583,9,Beauté
55,Femme,76945.66410161006,8,Électronique
48,Femme,46500.88200583756,6,Alimentaire
34,Homme,74460.94470663165,9,Beauté
35,Homme,83589.54195197375,6,Électronique
64,Femme,70471.36952837722,2,Alimentaire
62,Homme,99140.1917886365,3,Vestimentaire
37,Homme,64380.29021145151,4,Vestimentaire
27,Homme,56041.48422851659,1,Alimentaire
43,Homme,85745.51856469235,6,Vestimentaire
63,Homme,20378.94309217263,7,Beauté
39,Homme,88769.08479977427,10,Beauté
45,Homme,99409.17597488272,10,Beauté
43,Homme,32506.23732080104,7,Alimentaire
60,Femme,62046.18031254484,1,Alimentaire
20,Homme,45860.3425572313,9,Vestimentaire
19,Femme,94253.11667566455,1,Alimentaire
41,Femme,41648.364696564415,7,Alimentaire
21,Femme,36099.89956701617,5,Alimentaire
25,Femme,41484.16770355505,7,Électronique
28,Femme,45004.51169240073,4,Beauté
24,Homme,34979.90194438098,3,Alimentaire
40,Homme,21131.36726673513,7,Beauté
61,Homme,88239.26679448035,10,Alimentaire
56,Femme,93784.0886943764,1,Beauté
68,Femme,88524.55429603308,2,Alimentaire
27,Femme,60741.24639555959,7,Beauté
53,Homme,65796.34557975607,4,Électronique
18,Homme,99856.48118692562,1,Vestimentaire
54,Femme,76288.6816668805,4,Beauté
20,Femme,42011.931042488985,1,Électronique
54,Homme,80257.05549604862,8,Vestimentaire
27,Femme,36031.17889110178,6,Électronique
20,Homme,51214.79221719385,4,Vestimentaire
40,Femme,62987.22998952374,4,Électronique
52,Femme,68167.6591140788,8,Électronique
63,Femme,57782.991090399795,3,Électronique
43,Femme,62145.14231318449,8,Électronique
35,Homme,63517.10313667122,7,Alimentaire
58,Femme,97962.05274718652,2,Vestimentaire
22,Homme,24525.22118458564,4,Électronique
33,Femme,54783.03974678982,5,Électronique
18,Femme,77368.6999856251,1,Beauté
39,Femme,81103.3202005731,8,Alimentaire
56,Homme,45791.08806546945,10,Vestimentaire
60,Homme,96422.89543458888,9,Beauté
65,Homme,79691.86701410619,10,Alimentaire
34,Homme,31658.68434327952,8,Vestimentaire
45,Homme,95982.65544121021,1,Beauté
33,Homme,48713.97762568388,2,Alimentaire
65,Homme,91352.4749330994,10,Alimentaire
68,Homme,45494.21988150693,8,Électronique
64,Femme,27245.269815807296,4,Beauté
61,Homme,27544.308548699315,3,Vestimentaire
50,Femme,60993.72415600837,10,Beauté
52,Homme,98870.65467748114,5,Vestimentaire
49,Homme,27288.92577649573,1,Vestimentaire
67,Femme,43932.03381259502,2,Vestimentaire
33,Homme,71364.616322297,1,Beauté
32,Femme,35273.09659478225,7,Électronique
21,Femme,97938.9326862142,1,Vestimentaire
22,Femme,73037.26395385715,9,Électronique
56,Femme,50226.25952907982,1,Alimentaire
43,Femme,46700.42742270765,3,Vestimentaire
19,Femme,38075.590257409975,4,Alimentaire
53,Femme,25214.533953258167,3,Alimentaire
37,Homme,50910.997716137346,10,Électronique
52,Femme,34558.68027973319,1,Beauté
25,Homme,56992.0222885054,1,Beauté
56,Homme,73375.52943046778,8,Alimentaire
63,Femme,49671.580961863394,10,Vestimentaire
23,Homme,64059.219371842955,10,Beauté
36,Femme,96599.05525863518,3,Vestimentaire
32,Femme,97545.6498466686,3,Électronique
67,Homme,55679.48185113454,2,Alimentaire
50,Homme,69863.51830104346,5,Beauté
24,Femme,73267.33067056147,5,Vestimentaire
32,Homme,45296.310390805156,5,Vestimentaire
43,Femme,87047.00452606028,2,Vestimentaire
58,Femme,27370.57637839582,6,Électronique
37,Femme,41407.782957764,4,Vestimentaire
25,Homme,63460.48952887695,9,Beauté
54,Femme,85034.68488120066,4,Alimentaire
37,Homme,83322.74116493709,8,Alimentaire
67,Femme,62822.73937987344,5,Vestimentaire
24,Homme,64021.48678907116,4,Beauté
45,Homme,96192.79372764114,2,Électronique
48,Homme,57007.92268887508,1,Électronique
54,Femme,72047.6370258907,5,Vestimentaire
18,Homme,41779.163766906815,5,Beauté
59,Femme,97061.9199651781,7,Vestimentaire
52,Homme,27512.29523487802,5,Beauté
32,Femme,47614.49913958764,3,Beauté
59,Femme,29424.551107926407,9,Vestimentaire
69,Homme,71649.50827599155,7,Alimentaire
28,Femme,34446.0416916252,8,Électronique
68,Femme,63458.015681713274,7,Beauté
43,Femme,61321.34149431006,2,Électronique
57,Femme,96829.97279609705,4,Alimentaire
65,Femme,70997.350361789,6,Beauté
48,Femme,62166.26121101205,4,Vestimentaire
59,Femme,57083.73622235731,7,Électronique
69,Homme,45104.44752519408,6,Alimentaire
23,Homme,40102.20753895391,8,Alimentaire
52,Femme,60830.53293142853,2,Beauté
54,Femme,36487.71890484364,9,Électronique
33,Homme,86337.60656471118,6,Beauté
22,Homme,39255.68646149433,7,Vestimentaire
58,Homme,36065.419920900604,1,Alimentaire
64,Homme,24636.71422547459,4,Vestimentaire
47,Femme,21598.268137438456,9,Alimentaire
21,Femme,92546.77498184645,5,Électronique
19,Homme,57074.62036310553,7,Vestimentaire
21,Femme,84384.71198762627,8,Électronique
39,Femme,59751.00478365014,7,Beauté
62,Homme,21977.583724931334,8,Beauté
19,Femme,45609.94117716178,8,Électronique
34,Femme,32212.299755262084,7,Alimentaire
23,Femme,89457.4526709583,8,Vestimentaire
38,Femme,37085.651845621134,5,Alimentaire
20,Femme,85402.00906737254,7,Alimentaire
58,Femme,53884.72746120801,6,Beauté
64,Femme,42819.27331194299,2,Alimentaire
53,Homme,87782.97775042096,5,Vestimentaire
30,Femme,45132.11905621237,10,Beauté
55,Femme,21153.56730528024,1,Beauté
32,Femme,89759.60460280716,7,Électronique
59,Femme,31062.739518164868,4,Électronique
35,Homme,57542.422493936974,7,Beauté
69,Femme,33505.86918693345,8,Électronique
54,Femme,28392.090152006997,3,Électronique
52,Homme,97969.32817837586,6,Vestimentaire
40,Homme,97479.59001921403,10,Vestimentaire
38,Femme,68821.28577033611,3,Vestimentaire
68,Homme,47160.86732438436,2,Électronique
26,Femme,94548.37377094902,8,Alimentaire
58,Femme,24024.749702108875,1,Vestimentaire
27,Homme,37308.0022076644,1,Électronique
18,Femme,70488.20209065478,7,Alimentaire
41,Femme,58276.684730206776,2,Beauté
58,Homme,66633.78405755427,4,Alimentaire
26,Femme,60527.61580882617,10,Vestimentaire
21,Femme,25583.30468784189,6,Vestimentaire
28,Femme,46391.29172747401,4,Vestimentaire
64,Femme,36272.794433694115,7,Beauté
23,Homme,91473.17800028484,4,Électronique
28,Homme,34466.32423337756,7,Beauté
48,Homme,56467.4632609768,1,Électronique
68,Homme,42389.26444778728,1,Vestimentaire
48,Femme,87960.82867406504,9,Vestimentaire
20,Femme,70465.659371447,9,Alimentaire
51,Homme,53287.28520645408,4,Vestimentaire
68,Homme,67842.92430612483,6,Électronique
24,Femme,52757.00882861622,9,Alimentaire
30,Femme,38652.93312236993,8,Alimentaire
53,Femme,99694.71949148148,4,Vestimentaire
25,Homme,47323.88454138971,1,Électronique
69,Femme,66255.3027364457,8,Électronique
23,Homme,74945.95995698043,4,Beauté
68,Femme,62425.04745887088,2,Électronique
57,Femme,32938.532460781746,8,Beauté
55,Femme,20091.37174956825,8,Alimentaire
33,Femme,67862.92914838732,6,Alimentaire
26,Femme,22675.486442057525,6,Électronique
62,Homme,96468.97493466982,6,Beauté
48,Homme,54139.938909894685,7,Vestimentaire
65,Femme,61154.531915034706,2,Alimentaire
49,Homme,46636.074785482844,10,Alimentaire
46,Femme,78332.38072385191,6,Alimentaire
28,Homme,49559.49348983449,9,Vestimentaire
19,Femme,89482.21232710691,2,Alimentaire
59,Femme,28562.110226271907,9,Beauté
59,Homme,41926.280483719034,8,Vestimentaire
24,Homme,24886.481574080764,7,Vestimentaire
46,Homme,98335.58766904887,3,Alimentaire
58,Homme,26645.293405311888,5,Vestimentaire
40,Femme,28974.415921925614,8,Vestimentaire
46,Femme,98416.61754655713,9,Beauté
39,Homme,77591.42380290726,10,Électronique
31,Homme,40862.05745237214,2,Beauté
46,Homme,91577.71124097265,1,Vestimentaire
43,Homme,47429.91995108593,7,Électronique
41,Homme,44725.13010203905,10,Beauté
29,Femme,30870.847679190687,10,Alimentaire
37,Femme,53032.4964002431,5,Vestimentaire
33,Homme,84134.57158478344,8,Électronique
55,Homme,64535.45608932319,3,Électronique
39,Homme,62755.441654961134,4,Vestimentaire
59,Homme,41917.62623189857,1,Électronique
27,Homme,49240.775823897886,10,Beauté
66,Homme,73919.3128714581,7,Électronique
26,Homme,92547.53923208007,8,Alimentaire
34,Femme,99365.44972935597,1,Alimentaire
35,Femme,78360.07550342221,2,Alimentaire
49,Femme,61491.64618213674,3,Alimentaire
29,Femme,48876.7774756675,2,Beauté
18,Femme,32855.305122097365,5,Alimentaire
24,Homme,66244.55731894026,7,Vestimentaire
39,Femme,65156.311653230885,9,Vestimentaire
64,Femme,41801.34700703403,6,Beauté
44,Femme,63602.12208439116,10,Beauté
42,Homme,66445.995864281,3,Vestimentaire
69,Homme,26018.740765130417,8,Beauté
63,Homme,44221.47942968105,2,Vestimentaire
28,Homme,45751.95190922123,3,Beauté
43,Femme,27439.01548135144,5,Électronique
33,Homme,56275.61742417164,4,Alimentaire
59,Homme,80045.48423819635,4,Alimentaire
46,Femme,32365.643197731348,8,Électronique
68,Femme,55026.71379717477,1,Beauté
67,Femme,62509.16674208875,1,Alimentaire
63,Homme,71433.72414451158,4,Électronique
40,Homme,80002.55381165614,8,Beauté
49,Femme,56660.02917594235,3,Électronique
67,Homme,85267.2079719698,6,Vestimentaire
39,Femme,26410.107902508113,6,Alimentaire
33,Femme,93337.02717348191,9,Vestimentaire
42,Homme,28044.62946512208,3,Alimentaire
66,Homme,90774.58360708479,6,Électronique
48,Homme,51308.45425235924,2,Beauté
57,Femme,21328.4939605996,3,Alimentaire
34,Femme,64484.08613575763,4,Vestimentaire
43,Femme,48048.979030371505,6,Vestimentaire
18,Homme,39802.52961935659,6,Beauté
28,Homme,20573.68608661978,9,Beauté
37,Homme,74970.67412602865,6,Beauté
19,Homme,66226.45731507556,3,Vestimentaire
21,Homme,89752.03490844929,9,Beauté
41,Homme,65492.371055415155,7,Alimentaire
19,Homme,62151.7220163014,3,Beauté
22,Femme,47461.98738174321,8,Vestimentaire
68,Femme,96002.64351388837,6,Vestimentaire
46,Homme,58117.226476882846,8,Alimentaire
39,Homme,69510.69688638518,8,Alimentaire
45,Homme,98080.6710387932,10,Beauté
23,Femme,86430.96908344011,10,Électronique
47,Femme,68398.19708343367,7,Vestimentaire
52,Femme,85766.26138341625,9,Alimentaire
53,Femme,65866.05035753762,10,Alimentaire
44,Homme,62876.488540877894,3,Électronique
18,Femme,98598.16590194363,10,Vestimentaire
53,Homme,30814.804126773448,6,Alimentaire
53,Homme,35694.26213697104,2,Vestimentaire
68,Femme,23293.10681605551,4,Beauté
53,Homme,40020.546281937146,4,Vestimentaire
51,Homme,56361.94358868059,5,Électronique
57,Femme,22358.369345500967,9,Vestimentaire
58,Homme,68571.51304560003,4,Alimentaire
64,Homme,81035.07396739812,7,Vestimentaire
24,Femme,92086.41844614307,4,Alimentaire
42,Homme,53949.31848996856,10,Beauté
60,Femme,36700.50059490737,6,Vestimentaire
44,Homme,47186.9150412458,9,Électronique
31,Homme,94339.28501613776,9,Alimentaire
58,Homme,32230.15590932199,7,Beauté
40,Homme,62925.47274049283,6,Alimentaire
37,Homme,84539.39489573221,6,Beauté
53,Femme,92521.91307407065,9,Alimentaire
69,Femme,27204.36791130888,2,Beauté
42,Homme,37308.253803614745,4,Beauté
35,Femme,53304.021305812465,5,Vestimentaire
32,Femme,84548.98845133008,4,Beauté
39,Femme,36369.23507341928,6,Alimentaire
22,Homme,38562.14863723585,4,Électronique
23,Homme,91093.11206045932,1,Beauté
61,Femme,82205.9345104344,4,Vestimentaire
34,Femme,22490.870274655645,7,Électronique
67,Femme,93896.09550262203,4,Beauté
18,Homme,91439.69200219263,2,Alimentaire
37,Femme,70870.55837145864,6,Alimentaire
33,Femme,49961.1207854667,4,Beauté
46,Homme,26717.57187369473,9,Vestimentaire
42,Homme,76708.33529723543,7,Beauté
51,Femme,30383.2585686398,9,Alimentaire
53,Femme,70473.41946191635,1,Alimentaire
24,Homme,58393.298394198115,2,Alimentaire
66,Homme,54189.72402361293,2,Vestimentaire
31,Femme,27749.55982808244,3,Alimentaire
56,Femme,22590.491990925897,10,Électronique
39,Homme,55745.181133721126,8,Beauté
46,Femme,50478.70106623595,2,Alimentaire
25,Homme,65741.49296045626,7,Électronique
36,Homme,83921.911334907,1,Vestimentaire
41,Femme,34814.94564628487,2,Beauté
41,Femme,64988.224577190755,7,Alimentaire
49,Homme,64288.63529352147,1,Beauté
41,Homme,42248.0499944616,2,Vestimentaire
58,Femme,51686.43569176218,7,Alimentaire
28,Homme,63545.65139913626,7,Vestimentaire
48,Femme,93401.90377482976,7,Alimentaire
54,Homme,36620.93310448517,5,Beauté
23,Femme,36209.705452334376,9,Beauté
54,Femme,68210.61152470362,3,Électronique
39,Homme,52525.47558284092,4,Électronique
57,Homme,40805.57048158563,10,Alimentaire
41,Femme,92298.58583159087,6,Électronique
62,Femme,89857.61421015832,4,Vestimentaire
29,Femme,24652.690797853775,2,Électronique
48,Homme,53112.73990489892,3,Alimentaire
58,Femme,44753.90666506601,1,Alimentaire
62,Femme,31495.146232896223,7,Beauté
39,Homme,74820.3897958957,4,Électronique
26,Femme,82295.04960727142,7,Alimentaire
51,Femme,66651.24122052651,10,Alimentaire
28,Homme,97363.47148062786,10,Vestimentaire
41,Femme,48076.45992989052,10,Vestimentaire
